Report Type,Service Name,Service ID,Service Type,Depends On (Target),Dependency ID
Active Relationship,ABC National Networks - Regional NSW FM/AM,PUIZZEF,Business,ABC Radio National-FM-NSW-Central Western Slopes,D2G7L6Y5XWYUWU7Q46A
Active Relationship,ABC National Networks - Regional NSW FM/AM,PUIZZEF,Business,ABC Classic-FM-NSW-Upper Namoi,D2G7L6Y5XWYUWU7Q469
Active Relationship,ABC National Networks - Regional NSW FM/AM,PUIZZEF,Business,ABC Classic-FM-NSW-Batemans BayMoruya,D2G7L6Y5XWYUWU7Q465
Active Relationship,ABC National Networks - Regional NSW FM/AM,PUIZZEF,Business,ABC Classic-FM-NSW-NewcastleHun. River,D2G7L6Y5XWYUWU7Q461
Active Relationship,ABC National Networks - Regional NSW FM/AM,PUIZZEF,Business,ABC NewsRadio-AM-NSW-Newcastle,D2G7L6Y5XWYUWU7Q460
Active Relationship,ABC National Networks - Regional NSW FM/AM,PUIZZEF,Business,ABC NewsRadio-FM-NSW-BegaCooma,D2G7L6Y5XWYUWU7Q45Z
Active Relationship,ABC National Networks - Regional NSW FM/AM,PUIZZEF,Business,ABC Radio National-AM-NSW-Newcastle,D2G7L6Y5XWYUWU7Q43R
Active Relationship,ABC National Networks - Regional NSW FM/AM,PUIZZEF,Business,ABC NewsRadio-FM-NSW-Manning River,D2G7L6Y5XWYUWU7Q45S
Active Relationship,ABC National Networks - Regional NSW FM/AM,PUIZZEF,Business,ABC Radio National-FM-NSW-SW SlopesE Riverina,D2G7L6Y5XWYUWU7Q45P
Active Relationship,ABC National Networks - Regional NSW FM/AM,PUIZZEF,Business,ABC Classic-FM-NSW-RichmondTweed,D2G7L6Y5XWYUWU7Q45O
Active Relationship,ABC National Networks - Regional NSW FM/AM,PUIZZEF,Business,ABC Classic-FM-NSW-Murrumbidgee Irrigation,D2G7L6Y5XWYUWU7Q45D
Active Relationship,ABC National Networks - Regional NSW FM/AM,PUIZZEF,Business,ABC NewsRadio-FM-NSW-Upper Namoi,D2G7L6Y5XWYUWU7Q45B
Active Relationship,ABC National Networks - Regional NSW FM/AM,PUIZZEF,Business,triple j-FM-NSW-NewcastleHun. River,D2G7L6Y5XWYUWU7Q45A
Active Relationship,ABC National Networks - Regional NSW FM/AM,PUIZZEF,Business,ABC NewsRadio-FM-NSW-Central Tablelands,D2G7L6Y5XWYUWU7Q458
Active Relationship,ABC National Networks - Regional NSW FM/AM,PUIZZEF,Business,ABC Classic-FM-NSW-BegaCooma,D2G7L6Y5XWYUWU7Q455
Active Relationship,ABC National Networks - Regional QLD FM/AM,PR9OZ2S,Business,triple j-FM-QLD-Rockhampton,D2G7L7223AZVZ0CIKXJ
Active Relationship,ABC National Networks - Regional QLD FM/AM,PR9OZ2S,Business,ABC Classic-FM-QLD-Gympie,D2G7L7223AZVZ0CIKVZ
Active Relationship,ABC National Networks - Regional QLD FM/AM,PR9OZ2S,Business,ABC Radio National-FM-QLD-Wide Bay,D2G7L7223AZVZ0CIKW2
Active Relationship,ABC National Networks - Regional QLD FM/AM,PR9OZ2S,Business,ABC Classic-FM-QLD-Gold Coast,D2G7L7223AZVZ0CIKW3
Active Relationship,ABC National Networks - Regional QLD FM/AM,PR9OZ2S,Business,ABC NewsRadio-FM-QLD-Mackay,D2G7L7223AZVZ0CIKW4
Active Relationship,ABC National Networks - Regional QLD FM/AM,PR9OZ2S,Business,ABC NewsRadio-FM-QLD-Wide Bay,D2G7L7223AZVZ0CIKWA
Active Relationship,ABC National Networks - Regional QLD FM/AM,PR9OZ2S,Business,triple j-FM-QLD-Townsville,D2G7L7223AZVZ0CIKWE
Active Relationship,ABC National Networks - Regional QLD FM/AM,PR9OZ2S,Business,ABC NewsRadio-FM-QLD-Rockhampton,D2G7L7223AZVZ0CIKWK
Active Relationship,ABC National Networks - Regional QLD FM/AM,PR9OZ2S,Business,triple j-FM-QLD-Wide Bay,D2G7L7223AZVZ0CIKWL
Active Relationship,ABC National Networks - Regional QLD FM/AM,PR9OZ2S,Business,ABC NewsRadio-FM-QLD-Cairns,D2G7L7223AZVZ0CIKWZ
Active Relationship,ABC National Networks - Regional QLD FM/AM,PR9OZ2S,Business,ABC NewsRadio-FM-QLD-Townsville,D2G7L7223AZVZ0CIKX0
Active Relationship,ABC National Networks - Regional QLD FM/AM,PR9OZ2S,Business,triple j-FM-QLD-Darling Downs,D2G7L7223AZVZ0CIKX3
Active Relationship,ABC National Networks - Regional QLD FM/AM,PR9OZ2S,Business,ABC Classic-FM-QLD-Mackay,D2G7L7223AZVZ0CIKX7
Active Relationship,ABC National Networks - Regional QLD FM/AM,PR9OZ2S,Business,ABC NewsRadio-FM-QLD-Gold Coast,D2G7L7223AZVZ0CIKXA
Active Relationship,ABC National Networks - Regional QLD FM/AM,PR9OZ2S,Business,ABC Radio National-FM-QLD-Gold Coast,D2G7L7223AZVZ0CIKXD
Active Relationship,ABC National Networks - Regional QLD FM/AM,PR9OZ2S,Business,ABC NewsRadio-FM-QLD-Gympie,D2G7L7223AZVZ0CIKXI
Active Relationship,ABC National Networks - Regional QLD FM/AM,PR9OZ2S,Business,triple j-FM-QLD-Southern Downs,D2G7L7223AZVZ0CIKVY
Active Relationship,ABC National Networks - Regional QLD FM/AM,PR9OZ2S,Business,ABC Radio National-FM-QLD-Gympie,D2G7L7223AZVZ0CIKXW
Active Relationship,ABC National Networks - Regional QLD FM/AM,PR9OZ2S,Business,triple j-FM-QLD-Mackay,D2G7L7223AZVZ0CIKXX
Active Relationship,ABC National Networks - Regional QLD FM/AM,PR9OZ2S,Business,ABC Classic-FM-QLD-Rockhampton,D2G7L7223AZVZ0CIKXZ
Active Relationship,ABC National Networks - Regional QLD FM/AM,PR9OZ2S,Business,triple j-FM-QLD-Cairns,D2G7L7223AZVZ0CIKY0
Active Relationship,ABC National Networks - Regional QLD FM/AM,PR9OZ2S,Business,ABC Radio National-FM-QLD-Mackay,D2G7L7223AZVZ0CIKY3
Active Relationship,ABC National Networks - Regional QLD FM/AM,PR9OZ2S,Business,ABC Radio National-FM-QLD-Rockhampton,D2G7L7223AZVZ0CIKY6
Active Relationship,ABC National Networks - Regional QLD FM/AM,PR9OZ2S,Business,ABC Radio National-FM-QLD-Southern Downs,D2G7L7223AZVZ0CIKY9
Active Relationship,ABC National Networks - Regional QLD FM/AM,PR9OZ2S,Business,ABC Classic-FM-QLD-Wide Bay,D2G7L7223AZVZ0CIKYI
Active Relationship,ABC National Networks - Regional QLD FM/AM,PR9OZ2S,Business,ABC Classic-FM-QLD-Southern Downs,D2G7L7223AZVZ0CIKYT
Active Relationship,ABC National Networks - Regional QLD FM/AM,PR9OZ2S,Business,ABC Radio National-FM-QLD-Cairns,D2G7L7223AZVZ0CIKYU
Active Relationship,ABC National Networks - Regional QLD FM/AM,PR9OZ2S,Business,ABC Classic-FM-QLD-Cairns,D2G7L7223AZVZ0CIKYX
Active Relationship,ABC National Networks - Regional QLD FM/AM,PR9OZ2S,Business,ABC Radio National-FM-QLD-Darling Downs,D2G7L7223AZVZ0CIKYY
Active Relationship,ABC National Networks - Regional QLD FM/AM,PR9OZ2S,Business,triple j-FM-QLD-Gold Coast,D2G7L7223AZVZ0CIKZ3
Active Relationship,ABC National Networks - Regional QLD FM/AM,PR9OZ2S,Business,ABC Classic-FM-QLD-Townsville,D2G7L7223AZVZ0CIKZ6
Active Relationship,ABC National Networks - Regional SA FM/AM,PNA0YQ2,Business,triple j-FM-SA-Spencer Gulf North,D2G7L75Y8P0X16HB1OA
Active Relationship,ABC National Networks - Regional SA FM/AM,PNA0YQ2,Business,ABC Classic-FM-SA-Spencer Gulf North,D2G7L75Y8P0X16HB1P3
Active Relationship,ABC National Networks - Regional SA FM/AM,PNA0YQ2,Business,ABC NewsRadio-FM-SA-Spencer Gulf North,D2G7L75Y8P0X16HB1Q3
Active Relationship,ABC National Networks - Regional SA FM/AM,PNA0YQ2,Business,ABC Radio National-FM-SA-Spencer Gulf North,D2G7L75Y8P0X16HB1QZ
Active Relationship,ABC National Networks - Regional SA FM/AM,PNA0YQ2,Business,triple j-FM-SA-RenmarkLoxton,D2G7L75Y8P0X16HB1O3
Active Relationship,ABC National Networks - Regional SA FM/AM,PNA0YQ2,Business,ABC NewsRadio-FM-SA-RenmarkLoxton,D2G7L75Y8P0X16HB1Q0
Active Relationship,ABC National Networks - Regional SA FM/AM,PNA0YQ2,Business,ABC Classic-FM-SA-RenmarkLoxton,D2G7L75Y8P0X16HB1R0
Active Relationship,ABC National Networks - Regional SA FM/AM,PNA0YQ2,Business,ABC Radio National-FM-SA-South East Mt Gambier,D2G7L75Y8P0X16HB1O2
Active Relationship,ABC National Networks - Regional SA FM/AM,PNA0YQ2,Business,ABC NewsRadio-FM-SA-South East Mt Gambier,D2G7L75Y8P0X16HB1P4
Active Relationship,ABC National Networks - Regional SA FM/AM,PNA0YQ2,Business,ABC Classic-FM-SA-South East Mt Gambier,D2G7L75Y8P0X16HB1Q2
Active Relationship,ABC National Networks - Regional SA FM/AM,PNA0YQ2,Business,triple j-FM-SA-South East Mt Gambier,D2G7L75Y8P0X16HB1R2
Active Relationship,ABC National Networks - Regional WA FM/AM,P9LVSO0,Business,ABC Classic-FM-WA-Southern Agricultural,D2G7L88VQLB7MVT7PO1
Active Relationship,ABC National Networks - Regional WA FM/AM,P9LVSO0,Business,ABC Classic-FM-WA-Bunbury,D2G7L88VQLB7MVT7PN9
Active Relationship,ABC National Networks - Regional WA FM/AM,P9LVSO0,Business,ABC Classic-FM-WA-Central Agricultural,D2G7L88VQLB7MVT7PN7
Active Relationship,ABC National Networks - Regional WA FM/AM,P9LVSO0,Business,ABC NewsRadio-FM-WA-Central Agricultural,D2G7L88VQLB7MVT7PO0
Active Relationship,ABC National Networks - Regional WA FM/AM,P9LVSO0,Business,ABC NewsRadio-FM-WA-Southern Agricultural,D2G7L88VQLB7MVT7PL8
Active Relationship,ABC National Networks - Regional WA FM/AM,P9LVSO0,Business,ABC Radio National-AM-WA-Wagin,D2G7L88VQLB7MVT7PL7
Active Relationship,ABC National Networks - Regional WA FM/AM,P9LVSO0,Business,ABC Radio National-AM-WA-Dalwallinu,D2G7L88VQLB7MVT7PMA
Active Relationship,ABC National Networks - Regional WA FM/AM,P9LVSO0,Business,ABC Radio National-FM-WA-Southern Agricultural,D2G7L88VQLB7MVT7PLB
Active Relationship,ABC National Networks - Regional WA FM/AM,P9LVSO0,Business,triple j-FM-WA-Bunbury,D2G7L88VQLB7MVT7PN3
Active Relationship,ABC National Networks - Regional WA FM/AM,P9LVSO0,Business,triple j-FM-WA-Southern Agricultural,D2G7L88VQLB7MVT7PNW
Active Relationship,ABC National Networks - Regional WA FM/AM,P9LVSO0,Business,triple j-FM-WA-Central Agricultural,D2G7L88VQLB7MVT7PM8
Active Relationship,ABC National Networks - Regional Victoria FM/AM,P21R7H8,Business,ABC Classic-FM-VIC-Bendigo,D2G7L9JLJ9NKCXEPB3X
Active Relationship,ABC National Networks - Regional Victoria FM/AM,P21R7H8,Business,ABC NewsRadio-FM-VIC-Murray Valley,D2G7L9JLJ9NKCXEPB23
Active Relationship,ABC National Networks - Regional Victoria FM/AM,P21R7H8,Business,ABC NewsRadio-FM-VIC-Goulburn Valley,D2G7L9JLJ9NKCXEPB24
Active Relationship,ABC National Networks - Regional Victoria FM/AM,P21R7H8,Business,triple j-FM-VIC-Upper Murray,D2G7L9JLJ9NKCXEPB28
Active Relationship,ABC National Networks - Regional Victoria FM/AM,P21R7H8,Business,ABC Classic-FM-VIC-Latrobe Valley,D2G7L9JLJ9NKCXEPB29
Active Relationship,ABC National Networks - Regional Victoria FM/AM,P21R7H8,Business,ABC NewsRadio-FM-VIC-Horsham,D2G7L9JLJ9NKCXEPB2D
Active Relationship,ABC National Networks - Regional Victoria FM/AM,P21R7H8,Business,ABC Classic-FM-VIC-Upper Murray,D2G7L9JLJ9NKCXEPB2E
Active Relationship,ABC National Networks - Regional Victoria FM/AM,P21R7H8,Business,ABC Classic-FM-VIC-Western Victoria,D2G7L9JLJ9NKCXEPB32
Active Relationship,ABC National Networks - Regional Victoria FM/AM,P21R7H8,Business,ABC NewsRadio-FM-VIC-Latrobe Valley,D2G7L9JLJ9NKCXEPB35
Active Relationship,ABC National Networks - Regional Victoria FM/AM,P21R7H8,Business,ABC NewsRadio-FM-VIC-Upper Murray,D2G7L9JLJ9NKCXEPB36
Active Relationship,ABC National Networks - Regional Victoria FM/AM,P21R7H8,Business,ABC Classic-FM-VIC-Mildura,D2G7L9JLJ9NKCXEPB39
Active Relationship,ABC National Networks - Regional Victoria FM/AM,P21R7H8,Business,ABC Radio National-AM-VIC-Wangaratta,D2G7L9JLJ9NKCXEPB3A
Active Relationship,ABC National Networks - Regional Victoria FM/AM,P21R7H8,Business,ABC Classic-FM-VIC-Goulburn Valley,D2G7L9JLJ9NKCXEPB3C
Active Relationship,ABC National Networks - Regional Victoria FM/AM,P21R7H8,Business,ABC NewsRadio-FM-VIC-Western Victoria,D2G7L9JLJ9NKCXEPB3J
Active Relationship,ABC National Networks - Regional Victoria FM/AM,P21R7H8,Business,triple j-FM-VIC-Ballarat,D2G7L9JLJ9NKCXEPB20
Active Relationship,ABC National Networks - Regional Victoria FM/AM,P21R7H8,Business,ABC Classic-FM-VIC-Murray Valley,D2G7L9JLJ9NKCXEPB42
Active Relationship,ABC National Networks - Regional Victoria FM/AM,P21R7H8,Business,triple j-FM-VIC-Bendigo,D2G7L9JLJ9NKCXEPB43
Active Relationship,ABC National Networks - Regional Victoria FM/AM,P21R7H8,Business,ABC NewsRadio-FM-VIC-MilduraSunraysia,D2G7L9JLJ9NKCXEPB46
Active Relationship,ABC National Networks - Regional Victoria FM/AM,P21R7H8,Business,triple j-FM-VIC-Goulburn Valley,D2G7L9JLJ9NKCXEPB49
Active Relationship,ABC National Networks - Regional Victoria FM/AM,P21R7H8,Business,triple j-FM-VIC-Western Victoria,D2G7L9JLJ9NKCXEPB4A
Active Relationship,ABC National Networks - Regional Victoria FM/AM,P21R7H8,Business,ABC Radio National-FM-VIC-Western Victoria,D2G7L9JLJ9NKCXEPB4I
Active Relationship,ABC National Networks - Regional Victoria FM/AM,P21R7H8,Business,ABC NewsRadio-FM-VIC-Bendigo,D2G7L9JLJ9NKCXEPB4V
Active Relationship,ABC National Networks - Regional Victoria FM/AM,P21R7H8,Business,triple j-FM-VIC-Murray Valley,D2G7L9JLJ9NKCXEPB4W
Active Relationship,ABC National Networks - Regional Victoria FM/AM,P21R7H8,Business,ABC Classic-FM-VIC-Ballarat,D2G7L9JLJ9NKCXEPB50
Active Relationship,ABC National Networks - Regional Victoria FM/AM,P21R7H8,Business,ABC Radio National-FM-VIC-Mildura,D2G7L9JLJ9NKCXEPB53
Active Relationship,ABC National Networks - Regional Victoria FM/AM,P21R7H8,Business,triple j-FM-VIC-Latrobe Valley,D2G7L9JLJ9NKCXEPB54
Active Relationship,ABC National Networks - Regional Victoria FM/AM,P21R7H8,Business,triple j-FM-VIC-Mildura,D2G7L9JLJ9NKCXEPB57
Active Relationship,ABC National Networks - Regional Tasmania FM/AM,PKKA84S,Business,triple j-FM-TAS-NE Tasmania,D2G7L9NHONOLF3JHRWG
Active Relationship,ABC National Networks - Regional Tasmania FM/AM,PKKA84S,Business,ABC NewsRadio-FM-TAS-NE Tasmania,D2G7L9NHONOLF3JHRVK
Active Relationship,ABC National Networks - Regional Tasmania FM/AM,PKKA84S,Business,ABC Radio National-FM-TAS-NE Tasmania,D2G7L9NHONOLF3JHRVG
Active Relationship,ABC National Networks - Regional Tasmania FM/AM,PKKA84S,Business,ABC Classic-FM-TAS-NE Tasmania,D2G7L9NHONOLF3JHRUE
Active Relationship,ABC National Networks - Regional NSW FM/AM,PUIZZEF,Business,triple j-FM-NSW-Illawarra,D2G7L6Y5XWYUWU7Q431
Active Relationship,ABC National Networks - Regional NSW FM/AM,PUIZZEF,Business,triple j-FM-NSW-Upper Namoi,D2G7L6Y5XWYUWU7Q432
Active Relationship,ABC National Networks - Regional NSW FM/AM,PUIZZEF,Business,triple j-FM-NSW-Central Western Slopes,D2G7L6Y5XWYUWU7Q434
Active Relationship,ABC National Networks - Regional NSW FM/AM,PUIZZEF,Business,triple j-FM-NSW-SW SlopesE Riverina,D2G7L6Y5XWYUWU7Q438
Active Relationship,ABC National Networks - Regional NSW FM/AM,PUIZZEF,Business,triple j-FM-NSW-Central Tablelands,D2G7L6Y5XWYUWU7Q439
Active Relationship,ABC National Networks - Regional NSW FM/AM,PUIZZEF,Business,triple j-FM-NSW-RichmondTweed,D2G7L6Y5XWYUWU7Q43D
Active Relationship,ABC National Networks - Regional NSW FM/AM,PUIZZEF,Business,ABC Radio National-FM-NSW-Central Tablelands,D2G7L6Y5XWYUWU7Q43B
Active Relationship,ABC National Networks - Regional NSW FM/AM,PUIZZEF,Business,ABC Radio National-FM-NSW-GraftonKempsey,D2G7L6Y5XWYUWU7Q43H
Active Relationship,ABC National Networks - Regional QLD FM/AM,PR9OZ2S,Business,ABC Classic-FM-QLD-Darling Downs,D2G7L7223AZVZ0CIKVJ
Active Relationship,ABC National Networks - Regional QLD FM/AM,PR9OZ2S,Business,ABC Radio National-FM-QLD-Townsville,D2G7L7223AZVZ0CIKVL
Active Relationship,iview App (Native),PTDEFMO,Business,iView High Urgency,D2EB8ELGUT8G5FXBOFP
Active Relationship,iview App (Native),PTDEFMO,Business,iView Live Streams,D2EB8ELGUT8G5FXDXT4
Active Relationship,iview App (Native),PTDEFMO,Business,Gigya User Application,D2EB8ELGUT8G5GIH8WX
Active Relationship,iView Web,PLYQ3N8,Business,iView High Urgency,D2EB8PQG9Y6HCZMRPTH
Active Relationship,iView Web,PLYQ3N8,Business,iView Live Streams,D2EB8PQG9Y6HCZMTZ6W
Active Relationship,iView Web,PLYQ3N8,Business,Gigya User Application,D2EB8PQG9Y6HD07XAAP
Active Relationship,iview TV App (tvOS / Android TV),P3QZ923,Business,iView High Urgency,D2EB8OJMMNV5P462L4L
Active Relationship,iview TV App (tvOS / Android TV),P3QZ923,Business,iView Live Streams,D2EB8OJMMNV5P464UI0
Active Relationship,iview TV App (tvOS / Android TV),P3QZ923,Business,Gigya User Application,D2EB8OJMMNV5P4R85LT
Active Relationship,News Web,PSGOGCQ,Business,Terminus,D2EB8RCUISLX9JMMP1O
Active Relationship,News App,P91SEKZ,Business,Terminus,D2EB8L6XZKZ8TU1K40C
Active Relationship,News Web,PSGOGCQ,Business,WCMS Datadog - High,D2EB8RCUISLX9JMME3M
Active Relationship,News App,P91SEKZ,Business,WCMS Datadog - High,D2EB8L6XZKZ8TU1JT2A
Active Relationship,ABC Listen Web,P9KD4RE,Business,PAPI (high urgency),D2EB8PERTS3E6H8E8OS
Active Relationship,ABC Listen Web,P9KD4RE,Business,MAPI,D2EB8PERTS3E6H8E8P6
Active Relationship,ABC Listen Web,P9KD4RE,Business,Radio streaming - endpoint,D2EB8PERTS3E6HFJU62
Active Relationship,ABC Listen Web,P9KD4RE,Business,Radio streaming - high,D2EB8PERTS3E6HPB8LL
Active Relationship,ABC Listen Web,P9KD4RE,Business,Terminus,D2EB8PERTS3E6H8EATO
Active Relationship,ABC Listen Web,P9KD4RE,Business,Recommendations,D2EB8PERTS3E6H8FFIS
Active Relationship,ABC Listen App,P4LREYN,Business,PAPI (high urgency),D2EB8ROIYYP0G2101A4
Active Relationship,ABC Listen App,P4LREYN,Business,MAPI,D2EB8ROIYYP0G2101AI
Active Relationship,ABC Listen App,P4LREYN,Business,Radio streaming - endpoint,D2EB8ROIYYP0G285MRE
Active Relationship,ABC Listen App,P4LREYN,Business,Radio streaming - high,D2EB8ROIYYP0G2HX16X
Active Relationship,ABC Listen App,P4LREYN,Business,Terminus,D2EB8ROIYYP0G2103F0
Active Relationship,ABC Listen App,P4LREYN,Business,Recommendations,D2EB8ROIYYP0G211844
Active Relationship,ABC Listen App,P4LREYN,Business,Mobile Listen,D2EB8ROIYYP0G2MU4FC
Active Relationship,ABC KIDS Listen App,P8FULCD,Business,PAPI (high urgency),D2EB8WVE5O2FC8EYF7G
Active Relationship,ABC KIDS Listen App,P8FULCD,Business,MAPI,D2EB8WVE5O2FC8EYF7U
Active Relationship,ABC KIDS Listen App,P8FULCD,Business,Radio streaming - endpoint,D2EB8WVE5O2FC8M40OQ
Active Relationship,ABC KIDS Listen App,P8FULCD,Business,Radio streaming - high,D2EB8WVE5O2FC8VVF49
Active Relationship,ABC KIDS Listen App,P8FULCD,Business,Terminus,D2EB8WVE5O2FC8EYHCC
Active Relationship,ABC KIDS Listen App,P8FULCD,Business,Recommendations,D2EB8WVE5O2FC8EZM1G
Active Relationship,ABC KIDS Listen App,P8FULCD,Business,Mobile Listen,D2EB8WVE5O2FC90SICO
Active Relationship,Emergencies,P77CT6W,Business,Terminus,D2EB8TQHTD8KLAK0YFG
Active Relationship,Emergencies,P77CT6W,Business,Data Services,D2EB8TQHTD8KLAPAJJG
Active Relationship,Emergencies,P77CT6W,Business,Location API,D2EB8TQHTD8KLALUGMA
Active Relationship,DTV Sydney,PFQNYAO,Business,ABC TV HD-DTV-NSW-Kings Cross,D2G7JY2JT73MW4ZNZTG
Active Relationship,DTV Sydney,PFQNYAO,Business,ABC News-DTV-NSW-Kings Cross,D2G7JY2JT73MW4ZNZTJ
Active Relationship,DTV Sydney,PFQNYAO,Business,ABC Entertains-DTV-NSW-Kings Cross,D2G7JY2JT73MW4ZNZTM
Active Relationship,DTV Sydney,PFQNYAO,Business,ABC TV KIDSFamily-DTV-NSW-Kings Cross,D2G7JY2JT73MW4ZNZTO
Active Relationship,DTV Sydney,PFQNYAO,Business,ABC TV SD-DTV-NSW-Kings Cross,D2G7JY2JT73MW4ZNZTF
Active Relationship,DTV Sydney,PFQNYAO,Business,ABC TV KIDSFamily-DTV-NSW-ManlyMosman,D2G7JY2JT73MW4ZNZTI
Active Relationship,DTV Sydney,PFQNYAO,Business,ABC News-DTV-NSW-ManlyMosman,D2G7JY2JT73MW4ZNZTK
Active Relationship,DTV Sydney,PFQNYAO,Business,ABC Entertains-DTV-NSW-ManlyMosman,D2G7JY2JT73MW4ZNZTL
Active Relationship,DTV Sydney,PFQNYAO,Business,ABC TV SD-DTV-NSW-ManlyMosman,D2G7JY2JT73MW4ZNZTN
Active Relationship,DTV Sydney,PFQNYAO,Business,ABC TV HD-DTV-NSW-ManlyMosman,D2G7JY2JT73MW4ZNZTH
Orphan Business Service,Apple News Integration,PAMQHR1,Business,NONE,N/A
Orphan Business Service,HTTPS Rewrite Proxies,P9V5EXY,Business,NONE,N/A
Orphan Business Service,Static Website Archive,P5IHDI8,Business,NONE,N/A
Orphan Business Service,News Live Interactions (Live Moments),PL5FDT2,Business,NONE,N/A
Orphan Business Service,ABC Kids Alexa Skill,PT29ZK9,Business,NONE,N/A
Orphan Business Service,Mapping (Mapbox),PPSLZ7J,Business,NONE,N/A
Orphan Business Service,ML/AI Prompt Layer (The Prompt),P57PXG6,Business,NONE,N/A
Orphan Business Service,Spellchecker,P1Y1X3G,Business,NONE,N/A
Orphan Business Service,Multi CDN,PGHMWBA,Business,NONE,N/A
Orphan Business Service,Music API (MAPI),PD8BVMN,Business,NONE,N/A
Orphan Business Service,"SeeSaw (Favourites, History, Prefs)",PW02UXX,Business,NONE,N/A
Orphan Business Service,Data Storage Format (Apache Iceberg),P855STU,Business,NONE,N/A
Orphan Business Service,Studio/Media Prod,P0JWR1E,Business,NONE,N/A
Orphan Business Service,Live Blogging (Norkon Live Center),PJFFROL,Business,NONE,N/A
Orphan Business Service,reCAPTCHA,PCX6PK8,Business,NONE,N/A
Orphan Business Service,Web Application Firewall (Akamai),PYKIP7I,Business,NONE,N/A
Orphan Business Service,Data Query Engine (Trino),PRC9NG5,Business,NONE,N/A
Orphan Business Service,TV Independent Production,PO2LN3F,Business,NONE,N/A
Orphan Business Service,Storage and Query Engine (Rockset),P0817MC,Business,NONE,N/A
Orphan Business Service,Play School App (Art Maker / Play Time),PBIB6I6,Business,NONE,N/A
Orphan Business Service,"Radio Partners (TuneIn, iHeartRadio, Shoutcast, Sonos, RadioApp)",PY9Q65G,Business,NONE,N/A
Orphan Business Service,Transcription Engine (Transcript Model),PUA25TT,Business,NONE,N/A
Orphan Business Service,ABC Emergency Voice Skill (Jovo),PR0E4E3,Business,NONE,N/A
Orphan Business Service,Google News,PNRT41D,Business,NONE,N/A
Orphan Business Service,Akamai Site Defender,PM232K7,Business,NONE,N/A
Orphan Business Service,Email Campaigns (Mailchimp),PISF27H,Business,NONE,N/A
Orphan Business Service,Media Player (JWPlayer),PEGU1VU,Business,NONE,N/A
Orphan Business Service,"3rd Party Marketing Tags (Google, Facebook)",PB760G4,Business,NONE,N/A
Orphan Business Service,Accessible TV Guide Generator,PTLWMRR,Business,NONE,N/A
Orphan Business Service,ABC Australia International TV Site,PQP8LC1,Business,NONE,N/A
Orphan Business Service,URL Routing (Akamai),P63ZKNO,Business,NONE,N/A
Orphan Business Service,Heywire & Takeover,PLQXJI5,Business,NONE,N/A
Orphan Business Service,ABC Mobile SDKs,PHE9J5F,Business,NONE,N/A
Orphan Business Service,Legacy Webservers (On-prem),PE4LITS,Business,NONE,N/A
Orphan Business Service,File Upload Sync (On-prem),PAVAHE2,Business,NONE,N/A
Orphan Business Service,Emergency Service (Aurora),PWJPH1C,Business,NONE,N/A
Orphan Business Service,Media Storage (On-prem),PTN1GPP,Business,NONE,N/A
Orphan Business Service,URL Shortener (Bitly),PPADFZM,Business,NONE,N/A
Orphan Business Service,Enterprise Design Microsites,P5S4E89,Business,NONE,N/A
Orphan Business Service,Weather Service (Aurora),PH2ED3D,Business,NONE,N/A
Orphan Business Service,Surveys and Product Feedback (Qualtrics XM),PDTTCRQ,Business,NONE,N/A
Orphan Business Service,Digital Product Blog,PZH5BC0,Business,NONE,N/A
Orphan Business Service,Program API (PAPI),PW7HAMA,Business,NONE,N/A
Orphan Business Service,Remote Config & Feature Flag Mgmt (Google Firebase),PSYWANN,Business,NONE,N/A
Orphan Business Service,Innovation Lab Experiments,POM8ZXK,Business,NONE,N/A
Orphan Business Service,Android Automotive,P8PKYIX,Business,NONE,N/A
Orphan Business Service,Apple News,P4DZY67,Business,NONE,N/A
Orphan Business Service,On-Platform Promos,P14OXTH,Business,NONE,N/A
Orphan Business Service,API Management (Akamai API Gateway),PK0XXE1,Business,NONE,N/A
Orphan Business Service,External Data Feeds (Harvester),PZ5AVZL,Business,NONE,N/A
Orphan Business Service,Innovation Lab Blog,PVWPUKY,Business,NONE,N/A
Orphan Business Service,Scheduling API (Live TV + EPG),PONDTVI,Business,NONE,N/A
Orphan Business Service,ABC Independent Production,P7BSSGV,Business,NONE,N/A
Orphan Business Service,ABC Asia,P424S45,Business,NONE,N/A
Orphan Business Service,ABC Careers,P0SGRRF,Business,NONE,N/A
Orphan Business Service,NewsBot (Dialogue Mgr),PFCEQMZ,Business,NONE,N/A
Orphan Business Service,Facebook Custom Audiences,PYU5PXJ,Business,NONE,N/A
Orphan Business Service,App Framework (Next.js),PUHHOIW,Business,NONE,N/A
Orphan Business Service,Legacy Audio Streaming (Icecast / Shoutcast),PR8WO66,Business,NONE,N/A
Orphan Business Service,Embedded Content (oEmbed),P6MK9ET,Business,NONE,N/A
Orphan Business Service,AWS Elemental Link Encoder,PIAX8ZK,Business,NONE,N/A
Orphan Business Service,Elections Service (Aurora),PF197KX,Business,NONE,N/A
Orphan Business Service,Legacy Websites,PBRL787,Business,NONE,N/A
Orphan Business Service,Metro (Transcoder),PXFA6VH,Business,NONE,N/A
Orphan Business Service,A/B Testing (Google Firebase),PQX1544,Business,NONE,N/A
Orphan Business Service,ABC Help (Zendesk Support),P6OS3CR,Business,NONE,N/A
